prediction_id,game_id,espn_event_id,home_team_id,away_team_id,season,game_date,home_team,away_team,model_version,feature_version,blend_version,feature_home_elo,feature_away_elo,feature_elo_diff,feature_home_recent_form,feature_away_recent_form,feature_recent_form_diff,feature_rest_days_home,feature_rest_days_away,feature_rest_day_diff,feature_injury_spread_adj,feature_injury_total_adj,feature_market_home_spread,feature_model_predicted_spread,feature_model_predicted_total,feature_model_win_probability,feature_confidence_score,target_home_margin,target_total_points,target_home_win,target_model_spread_error,target_model_total_error,target_market_spread_error,target_model_edge_vs_market
209,1094,401810850,17,6,2026,2026-03-17,MIL,CLE,,,,1415,1526,-111,-5.639,1.27,-6.909,2,2,0,0.93,-1.65,-4.27,-1.8,220.5,0.38,62.2,-7,239,0,5.2,18.5,2.73,2.47
210,1095,401810851,18,24,2026,2026-03-17,MIN,PHX,,,,1526,1510,16,-4.743,-1.314,-3.429,2,1,1,0.79,-1.35,,7,214.4,0.88,87.5,12,220,1,5,5.6,,
211,1096,401810852,8,23,2026,2026-03-17,DEN,PHI,,,,1510,1460,50,2.296,0.109,2.187,3,2,1,3.03,-2.31,,8.6,218.5,0.92,91.6,28,220,1,19.4,1.5,,
212,1097,401810853,26,27,2026,2026-03-17,SAC,SA,,,,1362,1719,-357,-1.447,1.652,-3.099,2,1,1,-1.98,-2.26,,-3.5,214.1,0.27,72.6,-28,236,0,24.5,21.9,,
213,1098,401810854,2,10,2026,2026-03-18,BOS,GS,,,,1599,1445,154,6.019,1.871,4.148,2,2,0,3.1,-2.07,5.52,10.5,213.1,0.95,94.9,21,219,1,10.5,5.9,15.48,4.98
214,1099,401810855,3,21,2026,2026-03-18,BKN,OKC,,,,1308,1660,-352,-11.251,3,-14.251,2,1,1,0.06,-2.08,-9.09,-5.8,210.6,0.17,83.4,-29,213,0,23.2,2.4,19.91,3.29
215,1100,401810856,12,25,2026,2026-03-18,IND,POR,,,,1279,1479,-200,-5.364,1.421,-6.785,1,2,-1,0,-1.9,,-5.6,215.8,0.17,82.6,-8,246,0,2.4,30.2,,
216,1101,401810857,5,28,2026,2026-03-18,CHI,TOR,,,,1406,1492,-86,-2.896,3.326,-6.222,2,3,-1,-1.75,-1.88,-3.36,-4.5,216.9,0.22,77.7,-30,248,0,25.5,31.1,26.64,1.14
217,1102,401810859,18,29,2026,2026-03-18,MIN,UTAH,,,,1536,1310,226,-5.197,0.71,-5.907,1,3,-2,2.94,-2.34,,5.5,218.9,0.82,82.2,36,258,1,30.5,39.1,,
218,1103,401810860,19,13,2026,2026-03-18,NO,LAC,,,,1434,1562,-128,-1.088,5.059,-6.147,2,2,0,0.96,-1.05,0.47,1.2,214.9,0.58,58.3,15,233,1,13.8,18.1,14.53,0.73
219,1104,401858693,15,8,2026,2026-03-18,MEM,DEN,,,,1368,1520,-152,2.834,2.892,-0.058,2,1,1,-2.93,-2.25,,0.9,216.4,0.56,56.2,7,243,1,6.1,26.6,,
220,1105,401810861,7,1,2026,2026-03-18,DAL,ATL,,,,1381,1609,-228,-4.101,12.715,-16.816,2,2,0,-1.65,-1.03,-3.78,-4.7,218.5,0.21,78.7,-15,255,0,10.3,36.5,11.22,0.92
221,1106,401810862,11,14,2026,2026-03-18,HOU,LAL,,,,1544,1547,-3,-3.234,4.343,-7.577,2,2,0,-1.13,-1,0.38,2.9,215.4,0.69,69.1,-8,240,0,10.9,24.6,8.38,2.52
222,1113,401810863,4,22,2026,2026-03-19,CHA,ORL,,,,1537,1563,-26,0.921,4.444,-3.523,2,2,0,1.57,-1.24,,3.8,177.7,0.74,74.2,19,241,1,15.2,63.3,,
223,1114,401810864,30,9,2026,2026-03-19,WSH,DET,,,,1300,1625,-325,-6.385,-2.048,-4.337,2,2,0,-1.49,-2.17,,-9,172.6,0.08,92.4,-22,212,0,13,39.4,,
224,1115,401810865,16,14,2026,2026-03-19,MIA,LAL,,,,1575,1562,13,3.459,4.08,-0.621,2,1,1,-0.77,-0.8,,6.8,173.6,0.87,86.9,-8,260,0,14.8,86.4,,
225,1116,401810866,5,6,2026,2026-03-19,CHI,CLE,,,,1388,1538,-150,-2.736,1.876,-4.612,1,2,-1,-0.51,-2.1,,-5.9,184.3,0.16,83.7,-5,225,0,0.9,40.7,,
226,1117,401810867,19,13,2026,2026-03-19,NO,LAC,,,,1450,1546,-96,-4.025,6.153,-10.178,1,1,0,1.13,-1,,1,163.2,0.57,56.9,6,204,1,5,40.8,,
227,1118,401810868,27,24,2026,2026-03-19,SA,PHX,,,,1726,1500,226,2.933,0.442,2.491,2,2,0,1.6,-1.24,,8.4,172.3,0.91,91.2,1,201,1,7.4,28.7,,
228,1119,401810869,29,17,2026,2026-03-19,UTAH,MIL,,,,1305,1403,-98,-0.615,-5.058,4.443,1,2,-1,-1.85,-2.35,,-2.7,176.4,0.32,67.9,32,224,1,34.7,47.6,,
229,1120,401810870,26,23,2026,2026-03-19,SAC,PHI,,,,1356,1450,-94,-1.945,-2.119,0.174,2,2,0,-0.1,-3.42,,-0.6,172.3,0.46,54.2,-21,257,0,20.4,84.7,,
230,1107,401810871,3,20,2026,2026-03-20,BKN,NY,,,,1301,1625,-324,-9.613,-1.957,-7.656,2,3,-1,-1.14,-1.68,-8.78,-9.7,173.8,0.06,93.7,-1,185,0,8.7,11.2,7.78,0.92
231,1108,401810872,9,10,2026,2026-03-20,DET,GS,,,,1633,1438,195,1.088,-1.129,2.217,1,2,-1,2.27,-2.35,,7.5,166.8,0.89,88.9,14,216,1,6.5,49.2,,
232,1109,401810873,11,1,2026,2026-03-20,HOU,ATL,,,,1529,1619,-90,-4.1,11.622,-15.722,2,2,0,-1.13,-1,1.45,1.3,180,0.59,58.9,22,212,1,20.7,32,20.55,0.15
233,1110,401810874,15,2,2026,2026-03-20,MEM,BOS,,,,1382,1606,-224,1.687,4.751,-3.064,2,2,0,-3.55,-2.32,,-6.5,170.2,0.14,85.9,-5,229,0,1.5,58.8,,
234,1111,401810875,18,25,2026,2026-03-20,MIN,POR,,,,1541,1488,53,-3.156,2.179,-5.335,2,2,0,0.77,-1.34,0.74,4.3,181.4,0.77,76.8,-4,212,0,8.3,30.6,4.74,3.56
235,1112,401810876,8,28,2026,2026-03-20,DEN,TOR,,,,1506,1510,-4,2.235,5.318,-3.083,2,2,0,0.24,-0.82,,2.1,176.6,0.64,64.2,6,236,1,3.9,59.4,,
236,1121,401810877,30,21,2026,2026-03-21,WSH,OKC,,,,1293,1667,-374,-8.624,4.97,-13.594,2,3,-1,-0.8,-2.54,-10.33,-11.5,168.5,0.04,96.1,-21,243,0,9.5,74.5,10.67,1.17
237,1122,401810878,4,15,2026,2026-03-21,CHA,MEM,,,,1549,1374,175,-0.148,0.783,-0.931,2,1,1,3.5,-2.25,,13.3,171.5,0.98,97.6,23,225,1,9.7,53.5,,
238,1123,401810879,22,14,2026,2026-03-21,ORL,LAL,,,,1551,1578,-27,3.371,0.927,2.444,2,2,0,-1.57,-1.39,-1.21,2.1,170.2,0.64,64.2,-1,209,0,3.1,38.8,0.21,3.31
239,1124,401810880,19,6,2026,2026-03-21,NO,CLE,,,,1462,1548,-86,-3.636,2.716,-6.352,2,2,0,1.85,-1.37,,0.9,180.6,0.56,56.2,-5,217,0,5.9,36.4,,
240,1125,401810881,1,10,2026,2026-03-21,ATL,GS,,,,1602,1433,169,8.568,-0.42,8.988,1,1,0,3.35,-1.93,,9.7,170.1,0.94,93.7,16,236,1,6.3,65.9,,
241,1126,401810882,11,16,2026,2026-03-21,HOU,MIA,,,,1546,1559,-13,-2.387,5.484,-7.871,1,2,-1,-0.05,-1.56,,-0.1,168.8,0.49,50.7,1,245,1,1.1,76.2,,
242,1127,401810883,27,12,2026,2026-03-21,SA,IND,,,,1729,1270,459,2.75,-4.925,7.675,2,3,-1,2.87,-2.06,8.44,14,175.9,0.98,98,15,253,1,1,77.1,6.56,5.56
243,1128,401810884,7,13,2026,2026-03-21,DAL,LAC,,,,1371,1534,-163,-3.923,5.445,-9.368,3,2,1,-0.37,-1.55,-3.29,-0.6,168.9,0.46,54.2,-7,269,0,6.4,100.1,3.71,2.69
244,1129,401810885,29,23,2026,2026-03-21,UTAH,PHI,,,,1322,1468,-146,1.457,-0.493,1.95,2,2,0,-0.89,-3.84,-3.05,-1.8,172.3,0.38,62.2,-10,242,0,8.2,69.7,6.95,1.25
245,1132,401810886,24,17,2026,2026-03-21,PHX,MIL,,,,1497,1386,111,1.465,-5.01,6.475,2,2,0,-1.96,-2.24,,6.3,171.1,0.85,85.2,-3,213,0,9.3,41.9,,
